Pedal	Category	Type	Current Rating	Current Tag	New Rating	New Tag
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20KEY9%20guitar%20pedal"; "Electro-Harmonix KEY9")	synth	Synth	7	synth-like		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Mel9%20guitar%20pedal"; "Electro-Harmonix Mel9")	synth	Synth	8	sound design		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Superego%2B%20guitar%20pedal"; "Electro-Harmonix Superego+")	synth	Sustainer	9	sound design		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Synth9%20guitar%20pedal"; "Electro-Harmonix Synth9")	synth	Synth	8	sound design		
=HYPERLINK("https://www.google.com/search?q=Fairfield%20Circuitry%20Shallow%20Water%20guitar%20pedal"; "Fairfield Circuitry Shallow Water")	synth	Lo-Fi	9	sound design		
=HYPERLINK("https://www.google.com/search?q=Gamechanger%20Audio%20Plus%20Pedal%20guitar%20pedal"; "Gamechanger Audio Plus Pedal")	synth	Sustainer	9	sound design		
=HYPERLINK("https://www.google.com/search?q=Hologram%20Microcosm%20guitar%20pedal"; "Hologram Microcosm")	synth	Granular	10	sound design		
=HYPERLINK("https://www.google.com/search?q=Keeley%20Synth-1%20guitar%20pedal"; "Keeley Synth-1")	synth	Synth	8	sound design		
=HYPERLINK("https://www.google.com/search?q=Meris%20Enzo%20guitar%20pedal"; "Meris Enzo")	synth	Synth	10	sound design		
=HYPERLINK("https://www.google.com/search?q=Montreal%20Assembly%20Count%20to%205%20guitar%20pedal"; "Montreal Assembly Count to 5")	synth	Sampler	10	sound design		
=HYPERLINK("https://www.google.com/search?q=Source%20Audio%20C4%20Synth%20guitar%20pedal"; "Source Audio C4 Synth")	synth	Synth	10	sound design		
=HYPERLINK("https://www.google.com/search?q=Z.Vex%20Instant%20Lo-Fi%20Junky%20guitar%20pedal"; "Z.Vex Instant Lo-Fi Junky")	synth	Lo-Fi	6	synth-like		
=HYPERLINK("https://www.google.com/search?q=Z.Vex%20Lo-Fi%20Junky%20guitar%20pedal"; "Z.Vex Lo-Fi Junky")	synth	Lo-Fi	7	synth-like		
=HYPERLINK("https://www.google.com/search?q=Boss%20ES-5%20guitar%20pedal"; "Boss ES-5")	utility	Switcher	8	geeked out		
=HYPERLINK("https://www.google.com/search?q=Boss%20ES-8%20guitar%20pedal"; "Boss ES-8")	utility	Switcher	9	board scholar		
=HYPERLINK("https://www.google.com/search?q=Boss%20TU-3%20guitar%20pedal"; "Boss TU-3")	utility	Tuner	5	pedal nerd		
=HYPERLINK("https://www.google.com/search?q=Boss%20TU-3W%20Waza%20guitar%20pedal"; "Boss TU-3W Waza")	utility	Tuner	6	pedal nerd		
=HYPERLINK("https://www.google.com/search?q=Countryman%20Type%2085%20guitar%20pedal"; "Countryman Type 85")	utility	DI	9	board scholar		
=HYPERLINK("https://www.google.com/search?q=Empress%20Buffer%2B%20guitar%20pedal"; "Empress Buffer+")	utility	Buffer	7	geeked out		
=HYPERLINK("https://www.google.com/search?q=JHS%20Little%20Black%20Buffer%20guitar%20pedal"; "JHS Little Black Buffer")	utility	Buffer	4	router		
=HYPERLINK("https://www.google.com/search?q=JHS%20Summing%20Amp%20guitar%20pedal"; "JHS Summing Amp")	utility	Mixer	6	pedal nerd		
=HYPERLINK("https://www.google.com/search?q=Korg%20Pitchblack%20Advance%20guitar%20pedal"; "Korg Pitchblack Advance")	utility	Tuner	5	pedal nerd		
=HYPERLINK("https://www.google.com/search?q=Korg%20Pitchblack%20Advance%20guitar%20pedal"; "Korg Pitchblack Advance")	utility	Tuner	5	pedal nerd		
=HYPERLINK("https://www.google.com/search?q=Lehle%20D.Loop%20SGoS%20guitar%20pedal"; "Lehle D.Loop SGoS")	utility	Loop	9	board scholar		
=HYPERLINK("https://www.google.com/search?q=One%20Control%20Crocodile%20Tail%20Loop%20guitar%20pedal"; "One Control Crocodile Tail Loop")	utility	Loop	8	geeked out		
=HYPERLINK("https://www.google.com/search?q=Peterson%20StroboStomp%20HD%20guitar%20pedal"; "Peterson StroboStomp HD")	utility	Tuner	9	board scholar		
=HYPERLINK("https://www.google.com/search?q=Peterson%20StroboStomp%20HD%20guitar%20pedal"; "Peterson StroboStomp HD")	utility	Tuner	5	pedal nerd		
=HYPERLINK("https://www.google.com/search?q=Radial%20J48%20guitar%20pedal"; "Radial J48")	utility	DI	8	geeked out		
=HYPERLINK("https://www.google.com/search?q=Saturnworks%20Active%20A%2FB%20guitar%20pedal"; "Saturnworks Active A/B")	utility	A/B Box	5	pedal nerd		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20PolyTune%203%20guitar%20pedal"; "TC Electronic PolyTune 3")	utility	Tuner	7	geeked out		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20PolyTune%203%20Mini%20guitar%20pedal"; "TC Electronic PolyTune 3 Mini")	utility	Tuner	6	pedal nerd		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20PolyTune%203%20Mini%20Noir%20guitar%20pedal"; "TC Electronic PolyTune 3 Mini Noir")	utility	Tuner	5	pedal nerd		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20PolyTune%203%20Noir%20guitar%20pedal"; "TC Electronic PolyTune 3 Noir")	utility	Tuner	5	pedal nerd		
=HYPERLINK("https://www.google.com/search?q=TheGigRig%20G2%20guitar%20pedal"; "TheGigRig G2")	utility	Switcher	10	board scholar		
=HYPERLINK("https://www.google.com/search?q=Boss%20EV-30%20guitar%20pedal"; "Boss EV-30")	volume	Expression	6	manager		
=HYPERLINK("https://www.google.com/search?q=Boss%20FV-30H%20guitar%20pedal"; "Boss FV-30H")	volume	Volume	5	manager		
=HYPERLINK("https://www.google.com/search?q=Boss%20FV-500H%20guitar%20pedal"; "Boss FV-500H")	volume	Volume	6	manager		
=HYPERLINK("https://www.google.com/search?q=Boss%20FV-500L%20guitar%20pedal"; "Boss FV-500L")	volume	Volume	6	manager		
=HYPERLINK("https://www.google.com/search?q=Dunlop%20DVP3%20Volume%20(X)%20guitar%20pedal"; "Dunlop DVP3 Volume (X)")	volume	Volume	7	manager		
=HYPERLINK("https://www.google.com/search?q=Dunlop%20DVP4%20Mini%20Volume%20guitar%20pedal"; "Dunlop DVP4 Mini Volume")	volume	Volume	5	manager		
=HYPERLINK("https://www.google.com/search?q=Ernie%20Ball%20MVP%20Most%20Valuable%20Pedal%20guitar%20pedal"; "Ernie Ball MVP Most Valuable Pedal")	volume	Volume	7	manager		
=HYPERLINK("https://www.google.com/search?q=Ernie%20Ball%20VP%20Jr%20250K%20guitar%20pedal"; "Ernie Ball VP Jr 250K")	volume	Volume	5	manager		
=HYPERLINK("https://www.google.com/search?q=Ernie%20Ball%20VP%20Jr%2025K%20guitar%20pedal"; "Ernie Ball VP Jr 25K")	volume	Volume	5	manager		
=HYPERLINK("https://www.google.com/search?q=Hotone%20Soul%20Press%20II%20guitar%20pedal"; "Hotone Soul Press II")	volume	Volume	6	manager		
=HYPERLINK("https://www.google.com/search?q=Lehle%20Mono%20Volume%20guitar%20pedal"; "Lehle Mono Volume")	volume	Volume	9	board admin		
=HYPERLINK("https://www.google.com/search?q=Mission%20Engineering%20EP-1%20guitar%20pedal"; "Mission Engineering EP-1")	volume	Expression	7	manager		
=HYPERLINK("https://www.google.com/search?q=Moog%20EP-3%20guitar%20pedal"; "Moog EP-3")	volume	Expression	6	manager		
=HYPERLINK("https://www.google.com/search?q=Morley%20PVO%20Pro%20Series%20Volume%20guitar%20pedal"; "Morley PVO Pro Series Volume")	volume	Volume	6	manager		
=HYPERLINK("https://www.google.com/search?q=Morley%20Volume%20Plus%20guitar%20pedal"; "Morley Volume Plus")	volume	Volume	7	manager		
=HYPERLINK("https://www.google.com/search?q=Source%20Audio%20Dual%20Expression%20guitar%20pedal"; "Source Audio Dual Expression")	volume	Expression	8	board admin		
=HYPERLINK("https://www.google.com/search?q=Xotic%20XVP-250K%20guitar%20pedal"; "Xotic XVP-250K")	volume	Volume	7	manager		
